job_id,job_title,industry_name,salary_min,salary_max,salary_unit,salary_period,experience_required,education_required,status,publish_date,collected_at,company_name,city,job_benefits,job_description,industry_standard,industry_group,job_skills,other_requirement,exp_numeric,salary_min_norm,salary_max_norm,avg_salary,skills_list,merged_job_skills,cluster
171609195,ehs安全经理/主管,建筑/建材/工程,5.0,10.0,千,月,3-5年,本科,在线,2026-04-15 11:09:57,2026-04-15 17:52:37,三棵树涂料股份有限公司,贺州·平桂区,,"职位详情：
1、 组织日常漆S检查及通报管理，跟踪落实违规缺陷的整改闭环；
2、 开展节假日、专项、季节性、综合性安全检查，跟踪检查结果的整改情况；
3、负责漆S违规通报除疑及考核管理；
4、开展隐患排查，针对重大隐患项目，建立档案，采取防范措施并纳入计划，跟踪落实。
5、组织开展工作许可证授权培训与考试，并对相关作业人员进行引导与培训；
6、 按照特殊作业安全规范与职责要求，签发办理票证及审核监管作业过程；
7、月度审计各车间作业票证办理情况，针对异常情况进行通报与指导。
8、指导并审核各单位事故事件的上报流程，落实事件原因分析，跟踪事故事件的预防性及纠正性措施的整改进度；
9、建立并定期更新工厂事故事件台账，并制作月度分析报告
10、监管车间特种设备运行与年检情况，确保设备设备在有效期内，符合法律法规要求
11、负责安全设施台账更新维护，及静电测试表、气体四合一检测仪、噪声仪、温湿度仪等日常维护保养和年检工作；
12、监管各车间易燃气体探头年检、日常维护点检等符合要求。
13、组织叉委会会议，监管叉车的运行及绩效考核工作，并组织专项检查。

职能类别：
EHS安全工程师",建筑业/建筑工程,建筑与工程,"安全检查, 维护点检, 隐患排查",13、组织叉委会会议；监管叉车的运行及绩效考核工作,0.4,5000.0,10000.0,7500.0,"['安全检查', '维护点检', '隐患排查']","安全检查,维护点检,隐患排查",1
171620815,大客户销售/工程,建筑/建材/工程,8.0,16.0,千,月,3年及以上,大专,在线,2026-04-15 16:41:56,2026-04-15 18:14:37,杰森新材料有限公司,上海·浦东新区,"五险一金,绩效奖金,专业培训,定期体检,通讯补贴,交通补贴,节日福利,弹性工作","职位详情：
任职资格：
1、负责杰森石膏板产品在上海区域销售工作；
2、积极开拓目标市场，开发工程项目资源，负责辖区内市场信息的收集及竞品的分析；
3、协助销售经理进行地产公司品牌入库、战略签署；
4、负责战略地产项目及装饰公司项目落地；
5、负责区域经销商的开发和维护；
6、完成领导安排的其他工作。

任职资格：
1、大专以上学历、建筑建材相关行业3年以上销售工作经验；
2、有上海区域相关工程项目和经销商资源者优先。

职位福利：五险一金、带薪年假、节日福利、绩效奖金、弹性工作、交通补助、通讯补助

年龄要求：
25-40岁

职能类别：
大客户销售",建筑业/建筑工程,建筑与工程,"建材, 经销商开发, 工程项目落地, 区域销售, KA, 石膏板, 开拓目标市场, 地产公司, 装饰公司",1、大专以上学历、建筑建材相关行业3年以上销售工作经验；职位,0.3,8000.0,16000.0,12000.0,"['建材', '经销商开发', '工程项目落地', '区域销售', 'KA', '石膏板', '开拓目标市场', '地产公司', '装饰公司']","建材,经销商开发,工程项目落地,区域销售,KA,石膏板,开拓目标市场,地产公司,装饰公司",1
171605941,冠寓运营官(签约管家),房地产,6.0,9.0,千,月,1-3年,大专,在线,2026-04-15 10:01:48,2026-04-15 18:44:36,龙湖集团地产,大连,"五险一金,通讯补贴,定期体检","职位详情：
工作职责:
１、根据冠寓地区运营的要求，在店长的指引下完成公寓门店的运营计划；根据运营的工作规定和服务标准，协助店长开展门店的日常管理和基础服务；
２、采取有效措施保障公寓门店满租率和增值服务目标的实现；
３、及时掌握公寓门店的运营状态，联系安排房间维修和**维护；
４、建立、维护良好的公共关系（客户关系、邻里关系、社会关系），及时处理突然事件；
６、处理客户投诉，不断改善公寓门店的运维工作。
７、客户导向，良好的沟通、协调和组织能力；优秀的职业素养，具有团队精神，责任心强，能承受压力和接受挑战
8. 协助店长组织门店租客活动，提高租客粘性。

岗位描述:
1、教育背景：大专及以上学历；
2、工作经验：1年及以上工作经验；
3、兴趣广泛， 尤其欢迎在某些方面有特别文体专长的人员；
4、快消服务业门店工作优先。
5、公司可提供免费住宿，单人间

年龄要求：
22-29岁

职能类别：
长租公寓管家/养老专员",房地产/地产开发,建筑与工程,"本科, 销售",工作职责:；在店长的指引下完成公寓门店的运营计划；根据运营的工作规定和服务标准；协助店长开展门店的日常管理和基础服务；２、采取有效措施保障公寓门店满租率和增值服务目标的实现；良好的沟通、协调和组织能力；优秀的职业素养；具有团队精神；责任心强；8. 协助店长组织门店租客活动；岗位描述:；1、教育背景：；大专及以上学历；3、兴趣广泛；尤其欢迎在某些方面有特别文体专长的人员；4、快消服务业门店工作优先。；22-29岁；长租公寓管家/养老专员,0.2,6000.0,9000.0,7500.0,"['本科', '销售']","本科,销售",1
164278904,测绘/测量,建筑/建材/工程,1.1,1.4,万,月,5年及以上,本科,在线,2026-04-15 13:24:31,2026-04-15 19:02:00,中铁宝桥（舟山）有限公司,舟山·定海区,"五险一金,节日福利,高温补贴","职位详情：
【工作内容】
- 负责项目现场的测量与数据采集工作，确保数据准确无误；
- 使用专业仪器设备进行地形、地籍、建筑等各类测量作业；
- 对采集的数据进行整理分析，并绘制精确的测绘图；
- 参与项目前期的规划与设计阶段，提供专业的测量技术支持；
- 配合团队完成项目进度报告及相关技术文档的编制；
- 定期对测量设备进行维护保养，保证其正常运行；
- 解决现场遇到的各种技术问题，确保项目顺利推进。
【任职要求】
- 本科及以上学历，测绘工程、地理信息系统等相关专业背景，中级职称；
- 熟练掌握各种测绘仪器的操作使用及数据处理软件的应用；
- 具备良好的空间想象能力与数据分析能力；
- 工作态度认真负责，能够适应户外工作环境，具备较强的团队协作精神；
- 持有相关资格证书者优先考虑（如注册测绘师证等）。

职能类别：
测绘/测量",建筑业/建筑工程,建筑与工程,"测绘工程, 地理信息系统, 中级职称, 测绘仪器操作, 数据处理软件应用, 空间想象能力, 数据分析能力, 户外工作环境适应, 团队协作精神, 注册测绘师证",本科及以上学历；测绘工程、地理信息系统等相关专业背景；中级职称；工作态度认真负责,0.5,11000.0,14000.0,12500.0,"['测绘工程', '地理信息系统', '中级职称', '测绘仪器操作', '数据处理软件应用', '空间想象能力', '数据分析能力', '户外工作环境适应', '团队协作精神', '注册测绘师证']","测绘工程,地理信息系统,中级职称,测绘仪器操作,数据处理软件应用,空间想象能力,数据分析能力,户外工作环境适应,团队协作精神,注册测绘师证",2
171621284,室内设计师,建筑/建材/工程,5.0,8.0,千,月,3年及以上,大专,在线,2026-04-15 16:54:23,2026-04-15 19:05:29,广东九潮集团有限公司,广州·天河区,"绩效奖金,年终奖金,节日福利,带薪年假,五险,周末双休,全勤奖","职位详情：
1、 负责室内外装修项目的设计方案制定及施工图绘制；
2、 独立完成效果图、方案图、三维效果图及施工图的制作；
3、 参与项目现场踏勘、方案沟通及施工指导，确保设计效果落地；
4、 配合团队完成安装工程及市政相关项目的辅助设计工作。
【任职要求】
1、大专及以上学历，装饰设计、建筑、环境艺术等相关专业优先；
2、3年以上装修设计相关工作经验，具备安装及市政项目经验者优先；
3、精通CAD、3D Max、SketchUp等设计软件，能独立完成效果图及施工图；
4、具备良好的沟通能力与审美素养，责任心强，能适应现场工作需求。

职能类别：
室内设计",建筑业/建筑工程,建筑与工程,"cad, 建筑, 施工图, 市政, 安装, 设计软件, 效果图, sketchup, 施工指导, 安装工程",1、大专及以上学历；装饰设计、建筑、环境艺术等相关专业优先；能独立完成效果图及施工图；责任心强；能适应现场工作需求。,0.3,5000.0,8000.0,6500.0,"['cad', '建筑', '施工图', '市政', '安装', '设计软件', '效果图', 'sketchup', '施工指导', '安装工程']","cad,建筑,sketchup技能包,市政,安装,施工指导,安装工程",1
171620156,法务管理,建筑/建材/工程,8.0,12.0,千,月,10年及以上,本科,在线,2026-04-15 16:26:55,2026-04-15 19:08:28,上海复旦规划建筑设计研究院有限公司,上海,,"职位详情：
【工作内容】
- 协助处理公司日常法律事务，包括合同审核、法律风险评估及合规管理；
- 参与公司各类法律纠纷的处理及诉讼事务的协调工作；
- 起草、修改和整理各类法律文件及规章制度；
- 配合业务部门进行法律咨询和支持，提供专业法律意见。
【任职要求】
- 法学相关专业、全日制本科及以上学历；
- 具备良好的沟通能力和团队协作精神；
- 熟悉法律法规，具备基本的法律文书写作能力；
- 工作认真细致，责任心强，能承受一定工作压力。

职能类别：
法务专员/助理",建筑业/建筑工程,建筑与工程,"法律, 法律法规, 法学, 合同审核, 法律文书, 法律咨询, 合规管理, 法律意见, 法律风险评估, 法律纠纷处理",法学相关专业、全日制本科及以上学历；工作认真细致；责任心强,1.0,8000.0,12000.0,10000.0,"['法律', '法律法规', '法学', '合同审核', '法律文书', '法律咨询', '合规管理', '法律意见', '法律风险评估', '法律纠纷处理']","法律,法律法规,法学,合同审核,法律文书,法律咨询,合规管理,法律意见,法律风险评估,法律纠纷处理",2
121796943,幕墙设计师（沈阳设计部）,建筑/建材/工程,0.8,1.0,万,月,3-4年,本科,在线,2026-04-15 09:36:24,2026-04-15 19:12:14,上海旭博建筑装饰工程有限公司,沈阳·铁西区,"五险一金,餐饮补贴,绩效奖金,年终奖金,带薪年假","职位详情：
一、岗位职责

1、带领，管理设计团队进行中、小型工程定案，深化、优化设计工程系统图，对所设计图纸质量负责。大型以上项目协助高级设计师或资深设计师完成部分设计工作。

2、在施工图纸的绘制过程中，对所负责的项目，带领设计师组织设计评审，根据评审意见修改设计图纸，确保施工图纸质量。

3、施工图纸审批通过后，对所负责的项目进行施工图纸（加工图、组框图、组合图、立框图等）的绘制及下发，以保证工厂加工及现场安装的顺利进行，对图纸质量负责。

4、在项目的施工过程中，对所负责的项目，负责料单编制核对下发，以保证材料采购及工厂加工的顺利进行。对所负责的项目对内，对外的沟通，协调工作， 为加工厂、采购、现场等，解决相关技术问题。

5、对所负责的项目，监督跟踪项目进展状况，确保项目设计计划按时完成。对工程加工及施工质量进行质量监督，保证建成优质工程。对所负责的项目结算提供技术支持，竣工验收提供技术支持。

二、任职资格

1、本科及以上学历， 土木或机械类相关专业；

2、3-5年的幕墙深化设计经验，独立完成3000到6000万工程的设计任务能力；

3、具备良好的专业知识及沟通、组织、协调能力，理解并运用企业价值观，工作态度积极端正；

4、服从公司的工作安排。

职能类别：
幕墙设计幕墙工程师",建筑业/建筑工程,建筑与工程,"幕墙, 设计, 幕墙设计师, 设计师, 幕墙工程师",1、本科及以上学历；3、具备良好的专业知识及沟通、组织、协调能力；理解并运用企业价值观；工作态度积极端正,0.35,8000.0,10000.0,9000.0,"['幕墙', '设计', '幕墙设计师', '设计师', '幕墙工程师']","幕墙,设计,幕墙设计师,设计师,幕墙工程师",1
170766573,建材店销售、营业员,建筑/建材/工程,6.0,8.0,千,月,无需经验,,在线,2026-04-15 09:31:10,2026-04-15 19:24:50,浙江悟一智能科技有限公司,杭州·余杭区,"五险,提成","职位详情：
岗位职责及要求：
1、负责卫浴店销售、跟单、
2、月休2天，冬季上班时间：8:00-17：00，夏季上班时间：7:30-17：30；
3、薪资结构：底薪+提成。包午餐，具体薪资待遇面议。
杭州柏栎科技有限公司（主要经营水电管线、卫浴等建材）
工作地址：余杭街道西城时代家园商铺鸿雁智能家居（3幢3-3）

职能类别：
门店销售",建筑业/建筑工程,建筑与工程,"销售, 跟单",夏季上班时间：；3、薪资结构：；底薪+提成。；工作地址：,0.0,6000.0,8000.0,7000.0,"['销售', '跟单']","销售,跟单",1
167872230,渠道经理,房地产,8.0,16.0,千,月,3年及以上,,在线,2026-04-15 15:37:33,2026-04-15 19:26:23,四川世外乡村集团有限公司,成都·武侯区,,"职位详情：
职位描述：
1、自拓市场高净值退休老年资源。
2、对当地市场进行圈层、大客户开发，挖掘关键人，不定期组织圈层营销活动。
3、利用自媒体平台打造个人IP，宣传和推广项目，对意向客户持续跟踪和转化。
4、维护老客户，挖掘老客户周边需求，实现老带新转化。
5、跟进客户签约、回款、接房等工作。

任职要求：
1、3年以上文旅度假项目经验，熟悉异地导客的工作流程，有丰富的文旅项目分销资源或圈层客户资源。
2、具备较强的适应能力及学习能力，目标感强，抗压能力强，行动力强。
3、能接受阶段性出差。

职能类别：
渠道/分销专员",房地产/地产开发,建筑与工程,"文旅度假项目经验, 异地导客工作流程, 文旅项目分销资源, 圈层客户资源, 自媒体平台, 个人IP打造, 圈层营销活动, 客户开发, 客户维护, 客户转化",2、具备较强的适应能力及学习能力；目标感强；抗压能力强；行动力强。；3、能接受阶段性出差。,0.3,8000.0,16000.0,12000.0,"['文旅度假项目经验', '异地导客工作流程', '文旅项目分销资源', '圈层客户资源', '自媒体平台', '个人IP打造', '圈层营销活动', '客户开发', '客户维护', '客户转化']","文旅度假项目经验,异地导客工作流程,文旅项目分销资源,圈层客户资源,自媒体平台,个人IP打造,圈层营销活动,客户开发,客户维护,客户转化",1
171604747,一级建造师证书,建筑/建材/工程,1.5,3.0,万,月,无需经验,大专,在线,2026-04-15 09:37:39,2026-04-15 19:56:57,义乌市盛莱建设管理有限公司,义乌,"弹性工作,五险,周末双休,项目奖金","职位详情：
【工作内容】
- 负责工程项目全过程的管理与协调，确保项目按期高质量完成；
- 参与施工方案的制定与审核，提供专业技术支持；
- 协助办理工程相关手续及资质申报工作；
- 配合项目团队完成工程验收、结算等相关工作。
【任职要求】
- 持有国家注册一级建造师证书，专业不限；
- 具备良好的沟通能力和团队协作精神；
- 有责任心，能够适应出差及项目现场工作；

职能类别：
建筑工程师",建筑业/建筑工程,建筑与工程,"管理, 施工方案, 结算, 工程验收, 资质申报, 工程, 技术支持",持有国家注册一级建造师证书；有责任心,0.0,15000.0,30000.0,22500.0,"['管理', '施工方案', '结算', '工程验收', '资质申报', '工程', '技术支持']","管理,施工方案,结算,工程验收,资质申报,工程,技术支持",1
